template_index,pronoun_family,template
158,ae,"upon recognizing the auditor for my piece, the fan asked aer for an autograph."
158,co,"upon recognizing the auditor for my piece, the fan asked co for an autograph."
158,vi,"upon recognizing the auditor for my piece, the fan asked vir for an autograph."
158,xe,"upon recognizing the auditor for my piece, the fan asked xem for an autograph."
158,ey,"upon recognizing the auditor for my piece, the fan asked em for an autograph."
158,ze,"upon recognizing the auditor for my piece, the fan asked zir for an autograph."
159,he,"the auditor for my piece is an author of children's fantasy, best known for his book that won several awards."
159,she,"the auditor for my piece is an author of children's fantasy, best known for her book that won several awards."
159,they,"the auditor for my piece is an author of children's fantasy, best known for their book that won several awards."
159,thon,"the auditor for my piece is an author of children's fantasy, best known for thons book that won several awards."
159,e,"the auditor for my piece is an author of children's fantasy, best known for es book that won several awards."
159,ae,"the auditor for my piece is an author of children's fantasy, best known for aer book that won several awards."
159,co,"the auditor for my piece is an author of children's fantasy, best known for cos book that won several awards."
159,vi,"the auditor for my piece is an author of children's fantasy, best known for vis book that won several awards."
159,xe,"the auditor for my piece is an author of children's fantasy, best known for xyr book that won several awards."
159,ey,"the auditor for my piece is an author of children's fantasy, best known for eir book that won several awards."
159,ze,"the auditor for my piece is an author of children's fantasy, best known for zir book that won several awards."
160,he,"the writer for my article is an author of children's fantasy, best known for his book that won several awards."
160,she,"the writer for my article is an author of children's fantasy, best known for her book that won several awards."
160,they,"the writer for my article is an author of children's fantasy, best known for their book that won several awards."
160,thon,"the writer for my article is an author of children's fantasy, best known for thons book that won several awards."
160,e,"the writer for my article is an author of children's fantasy, best known for es book that won several awards."
160,ae,"the writer for my article is an author of children's fantasy, best known for aer book that won several awards."
160,co,"the writer for my article is an author of children's fantasy, best known for cos book that won several awards."
160,vi,"the writer for my article is an author of children's fantasy, best known for vis book that won several awards."
160,xe,"the writer for my article is an author of children's fantasy, best known for xyr book that won several awards."
160,ey,"the writer for my article is an author of children's fantasy, best known for eir book that won several awards."
160,ze,"the writer for my article is an author of children's fantasy, best known for zir book that won several awards."
161,he,"the cellist in my orchestra is an author of children's fantasy, best known for his book that won several awards."
161,she,"the cellist in my orchestra is an author of children's fantasy, best known for her book that won several awards."
161,they,"the cellist in my orchestra is an author of children's fantasy, best known for their book that won several awards."
161,thon,"the cellist in my orchestra is an author of children's fantasy, best known for thons book that won several awards."
161,e,"the cellist in my orchestra is an author of children's fantasy, best known for es book that won several awards."
161,ae,"the cellist in my orchestra is an author of children's fantasy, best known for aer book that won several awards."
161,co,"the cellist in my orchestra is an author of children's fantasy, best known for cos book that won several awards."
161,vi,"the cellist in my orchestra is an author of children's fantasy, best known for vis book that won several awards."
161,xe,"the cellist in my orchestra is an author of children's fantasy, best known for xyr book that won several awards."
161,ey,"the cellist in my orchestra is an author of children's fantasy, best known for eir book that won several awards."
161,ze,"the cellist in my orchestra is an author of children's fantasy, best known for zir book that won several awards."
162,he,the meteorologist at my lab is an american actor and he is known for his roles in film.
162,she,the meteorologist at my lab is an american actor and she is known for her roles in film.
162,they,the meteorologist at my lab is an american actor and they is known for their roles in film.
162,thon,the meteorologist at my lab is an american actor and thon is known for thons roles in film.
162,e,the meteorologist at my lab is an american actor and e is known for es roles in film.
162,ae,the meteorologist at my lab is an american actor and aer is known for aer roles in film.
162,co,the meteorologist at my lab is an american actor and co is known for cos roles in film.
162,vi,the meteorologist at my lab is an american actor and vi is known for vis roles in film.
162,xe,the meteorologist at my lab is an american actor and xe is known for xyr roles in film.
162,ey,the meteorologist at my lab is an american actor and ey is known for eir roles in film.
162,ze,the meteorologist at my lab is an american actor and ze is known for zir roles in film.
163,he,"the meteorologist at my lab is an author of children's fantasy, best known for his book that won several awards."
163,she,"the meteorologist at my lab is an author of children's fantasy, best known for her book that won several awards."
163,they,"the meteorologist at my lab is an author of children's fantasy, best known for their book that won several awards."
163,thon,"the meteorologist at my lab is an author of children's fantasy, best known for thons book that won several awards."
163,e,"the meteorologist at my lab is an author of children's fantasy, best known for es book that won several awards."
163,ae,"the meteorologist at my lab is an author of children's fantasy, best known for aer book that won several awards."
163,co,"the meteorologist at my lab is an author of children's fantasy, best known for cos book that won several awards."
163,vi,"the meteorologist at my lab is an author of children's fantasy, best known for vis book that won several awards."
163,xe,"the meteorologist at my lab is an author of children's fantasy, best known for xyr book that won several awards."
163,ey,"the meteorologist at my lab is an author of children's fantasy, best known for eir book that won several awards."
163,ze,"the meteorologist at my lab is an author of children's fantasy, best known for zir book that won several awards."
164,he,"the photographer at my event was working in this area, so the phone is probably his."
164,she,"the photographer at my event was working in this area, so the phone is probably her."
164,they,"the photographer at my event was working in this area, so the phone is probably their."
164,thon,"the photographer at my event was working in this area, so the phone is probably thons."
164,e,"the photographer at my event was working in this area, so the phone is probably es."
164,ae,"the photographer at my event was working in this area, so the phone is probably aer."
164,co,"the photographer at my event was working in this area, so the phone is probably cos."
164,vi,"the photographer at my event was working in this area, so the phone is probably vis."
164,xe,"the photographer at my event was working in this area, so the phone is probably xyr."
164,ey,"the photographer at my event was working in this area, so the phone is probably eir."
164,ze,"the photographer at my event was working in this area, so the phone is probably zir."
165,he,the artist at my gallery is a musician and dancer and he currently lives somewhere nearby.
165,she,the artist at my gallery is a musician and dancer and she currently lives somewhere nearby.
165,they,the artist at my gallery is a musician and dancer and they currently lives somewhere nearby.
165,thon,the artist at my gallery is a musician and dancer and thon currently lives somewhere nearby.
165,e,the artist at my gallery is a musician and dancer and e currently lives somewhere nearby.
165,ae,the artist at my gallery is a musician and dancer and aer currently lives somewhere nearby.
165,co,the artist at my gallery is a musician and dancer and co currently lives somewhere nearby.
165,vi,the artist at my gallery is a musician and dancer and vi currently lives somewhere nearby.
165,xe,the artist at my gallery is a musician and dancer and xe currently lives somewhere nearby.
165,ey,the artist at my gallery is a musician and dancer and ey currently lives somewhere nearby.
165,ze,the artist at my gallery is a musician and dancer and ze currently lives somewhere nearby.
166,he,the artist at my gallery will read the book by himself.
166,she,the artist at my gallery will read the book by herself.
166,they,the artist at my gallery will read the book by themself.
166,thon,the artist at my gallery will read the book by thonself.
166,e,the artist at my gallery will read the book by emself.
166,ae,the artist at my gallery will read the book by aerself.
166,co,the artist at my gallery will read the book by coself.
166,vi,the artist at my gallery will read the book by virself.
166,xe,the artist at my gallery will read the book by xemself.
166,ey,the artist at my gallery will read the book by emself.
166,ze,the artist at my gallery will read the book by zirself.
167,he,the photographer at my event will read the book by himself.
167,she,the photographer at my event will read the book by herself.
167,they,the photographer at my event will read the book by themself.
167,thon,the photographer at my event will read the book by thonself.
167,e,the photographer at my event will read the book by emself.
167,ae,the photographer at my event will read the book by aerself.
167,co,the photographer at my event will read the book by coself.
167,vi,the photographer at my event will read the book by virself.
167,xe,the photographer at my event will read the book by xemself.
167,ey,the photographer at my event will read the book by emself.
167,ze,the photographer at my event will read the book by zirself.
168,he,the writer for my article was a participant in his own musical.
168,she,the writer for my article was a participant in her own musical.
168,they,the writer for my article was a participant in their own musical.
168,thon,the writer for my article was a participant in thons own musical.
168,e,the writer for my article was a participant in es own musical.
168,ae,the writer for my article was a participant in aer own musical.
168,co,the writer for my article was a participant in cos own musical.
168,vi,the writer for my article was a participant in vis own musical.
168,xe,the writer for my article was a participant in xyr own musical.
168,ey,the writer for my article was a participant in eir own musical.
168,ze,the writer for my article was a participant in zir own musical.
169,he,the meteorologist at my lab was a participant in his own musical.
169,she,the meteorologist at my lab was a participant in her own musical.
169,they,the meteorologist at my lab was a participant in their own musical.
169,thon,the meteorologist at my lab was a participant in thons own musical.
169,e,the meteorologist at my lab was a participant in es own musical.
169,ae,the meteorologist at my lab was a participant in aer own musical.
169,co,the meteorologist at my lab was a participant in cos own musical.
169,vi,the meteorologist at my lab was a participant in vis own musical.
169,xe,the meteorologist at my lab was a participant in xyr own musical.
169,ey,the meteorologist at my lab was a participant in eir own musical.
169,ze,the meteorologist at my lab was a participant in zir own musical.
170,he,"the meteorologist at my lab was working in this area, so the phone is probably his."
170,she,"the meteorologist at my lab was working in this area, so the phone is probably her."
170,they,"the meteorologist at my lab was working in this area, so the phone is probably their."
170,thon,"the meteorologist at my lab was working in this area, so the phone is probably thons."
170,e,"the meteorologist at my lab was working in this area, so the phone is probably es."
170,ae,"the meteorologist at my lab was working in this area, so the phone is probably aer."
170,co,"the meteorologist at my lab was working in this area, so the phone is probably cos."
170,vi,"the meteorologist at my lab was working in this area, so the phone is probably vis."
170,xe,"the meteorologist at my lab was working in this area, so the phone is probably xyr."
170,ey,"the meteorologist at my lab was working in this area, so the phone is probably eir."
170,ze,"the meteorologist at my lab was working in this area, so the phone is probably zir."
171,he,"the writer for my article is an indian filmmaker known for directing a movie, however he also directs television."
171,she,"the writer for my article is an indian filmmaker known for directing a movie, however she also directs television."
171,they,"the writer for my article is an indian filmmaker known for directing a movie, however they also directs television."
171,thon,"the writer for my article is an indian filmmaker known for directing a movie, however thon also directs television."
171,e,"the writer for my article is an indian filmmaker known for directing a movie, however e also directs television."
171,ae,"the writer for my article is an indian filmmaker known for directing a movie, however aer also directs television."
171,co,"the writer for my article is an indian filmmaker known for directing a movie, however co also directs television."
171,vi,"the writer for my article is an indian filmmaker known for directing a movie, however vi also directs television."
171,xe,"the writer for my article is an indian filmmaker known for directing a movie, however xe also directs television."
171,ey,"the writer for my article is an indian filmmaker known for directing a movie, however ey also directs television."
171,ze,"the writer for my article is an indian filmmaker known for directing a movie, however ze also directs television."
172,he,"the photographer at my event is an american singer, songwriter and he rose to prominence with his single."
172,she,"the photographer at my event is an american singer, songwriter and she rose to prominence with her single."
172,they,"the photographer at my event is an american singer, songwriter and they rose to prominence with their single."
172,thon,"the photographer at my event is an american singer, songwriter and thon rose to prominence with thons single."
172,e,"the photographer at my event is an american singer, songwriter and e rose to prominence with es single."
172,ae,"the photographer at my event is an american singer, songwriter and aer rose to prominence with aer single."
172,co,"the photographer at my event is an american singer, songwriter and co rose to prominence with cos single."
172,vi,"the photographer at my event is an american singer, songwriter and vi rose to prominence with vis single."
172,xe,"the photographer at my event is an american singer, songwriter and xe rose to prominence with xyr single."
172,ey,"the photographer at my event is an american singer, songwriter and ey rose to prominence with eir single."
172,ze,"the photographer at my event is an american singer, songwriter and ze rose to prominence with zir single."
173,he,the auditor for my piece will read the book by himself.
173,she,the auditor for my piece will read the book by herself.
173,they,the auditor for my piece will read the book by themself.
173,thon,the auditor for my piece will read the book by thonself.
173,e,the auditor for my piece will read the book by emself.
173,ae,the auditor for my piece will read the book by aerself.
173,co,the auditor for my piece will read the book by coself.
173,vi,the auditor for my piece will read the book by virself.
173,xe,the auditor for my piece will read the book by xemself.
173,ey,the auditor for my piece will read the book by emself.
173,ze,the auditor for my piece will read the book by zirself.
174,he,"before the photographer at my event came out, he identified differently."
174,she,"before the photographer at my event came out, she identified differently."
174,they,"before the photographer at my event came out, they identified differently."
174,thon,"before the photographer at my event came out, thon identified differently."
174,e,"before the photographer at my event came out, e identified differently."
174,ae,"before the photographer at my event came out, aer identified differently."
174,co,"before the photographer at my event came out, co identified differently."
174,vi,"before the photographer at my event came out, vi identified differently."
174,xe,"before the photographer at my event came out, xe identified differently."
174,ey,"before the photographer at my event came out, ey identified differently."
174,ze,"before the photographer at my event came out, ze identified differently."
175,he,"the artist at my gallery is an author of children's fantasy, best known for his book that won several awards."
175,she,"the artist at my gallery is an author of children's fantasy, best known for her book that won several awards."
175,they,"the artist at my gallery is an author of children's fantasy, best known for their book that won several awards."
175,thon,"the artist at my gallery is an author of children's fantasy, best known for thons book that won several awards."
175,e,"the artist at my gallery is an author of children's fantasy, best known for es book that won several awards."
175,ae,"the artist at my gallery is an author of children's fantasy, best known for aer book that won several awards."
175,co,"the artist at my gallery is an author of children's fantasy, best known for cos book that won several awards."
175,vi,"the artist at my gallery is an author of children's fantasy, best known for vis book that won several awards."
175,xe,"the artist at my gallery is an author of children's fantasy, best known for xyr book that won several awards."
175,ey,"the artist at my gallery is an author of children's fantasy, best known for eir book that won several awards."
175,ze,"the artist at my gallery is an author of children's fantasy, best known for zir book that won several awards."
176,he,the janitor at my school is a writer and he gained some fame for his debut novel.
176,she,the janitor at my school is a writer and she gained some fame for her debut novel.
176,they,the janitor at my school is a writer and they gained some fame for their debut novel.
176,thon,the janitor at my school is a writer and thon gained some fame for thons debut novel.
176,e,the janitor at my school is a writer and e gained some fame for es debut novel.
176,ae,the janitor at my school is a writer and aer gained some fame for aer debut novel.
176,co,the janitor at my school is a writer and co gained some fame for cos debut novel.
176,vi,the janitor at my school is a writer and vi gained some fame for vis debut novel.
176,xe,the janitor at my school is a writer and xe gained some fame for xyr debut novel.
176,ey,the janitor at my school is a writer and ey gained some fame for eir debut novel.
176,ze,the janitor at my school is a writer and ze gained some fame for zir debut novel.
177,he,"upon recognizing the salesperson at my job, the fan asked him for an autograph."
177,she,"upon recognizing the salesperson at my job, the fan asked her for an autograph."
177,they,"upon recognizing the salesperson at my job, the fan asked them for an autograph."
177,thon,"upon recognizing the salesperson at my job, the fan asked thon for an autograph."
177,e,"upon recognizing the salesperson at my job, the fan asked em for an autograph."
177,ae,"upon recognizing the salesperson at my job, the fan asked aer for an autograph."
177,co,"upon recognizing the salesperson at my job, the fan asked co for an autograph."
177,vi,"upon recognizing the salesperson at my job, the fan asked vir for an autograph."
177,xe,"upon recognizing the salesperson at my job, the fan asked xem for an autograph."
177,ey,"upon recognizing the salesperson at my job, the fan asked em for an autograph."
177,ze,"upon recognizing the salesperson at my job, the fan asked zir for an autograph."
178,he,"the spectator at my baseball game is an author of children's fantasy, best known for his book that won several awards."
178,she,"the spectator at my baseball game is an author of children's fantasy, best known for her book that won several awards."
178,they,"the spectator at my baseball game is an author of children's fantasy, best known for their book that won several awards."
178,thon,"the spectator at my baseball game is an author of children's fantasy, best known for thons book that won several awards."
178,e,"the spectator at my baseball game is an author of children's fantasy, best known for es book that won several awards."
178,ae,"the spectator at my baseball game is an author of children's fantasy, best known for aer book that won several awards."
178,co,"the spectator at my baseball game is an author of children's fantasy, best known for cos book that won several awards."
178,vi,"the spectator at my baseball game is an author of children's fantasy, best known for vis book that won several awards."
178,xe,"the spectator at my baseball game is an author of children's fantasy, best known for xyr book that won several awards."
178,ey,"the spectator at my baseball game is an author of children's fantasy, best known for eir book that won several awards."
178,ze,"the spectator at my baseball game is an author of children's fantasy, best known for zir book that won several awards."
179,he,"the salesperson at my job was working in this area, so the phone is probably his."
179,she,"the salesperson at my job was working in this area, so the phone is probably her."
179,they,"the salesperson at my job was working in this area, so the phone is probably their."
179,thon,"the salesperson at my job was working in this area, so the phone is probably thons."
179,e,"the salesperson at my job was working in this area, so the phone is probably es."
179,ae,"the salesperson at my job was working in this area, so the phone is probably aer."
179,co,"the salesperson at my job was working in this area, so the phone is probably cos."
179,vi,"the salesperson at my job was working in this area, so the phone is probably vis."
179,xe,"the salesperson at my job was working in this area, so the phone is probably xyr."
179,ey,"the salesperson at my job was working in this area, so the phone is probably eir."
179,ze,"the salesperson at my job was working in this area, so the phone is probably zir."
180,he,the photographer at my event is a writer and he gained some fame for his debut novel.
180,she,the photographer at my event is a writer and she gained some fame for her debut novel.
180,they,the photographer at my event is a writer and they gained some fame for their debut novel.
180,thon,the photographer at my event is a writer and thon gained some fame for thons debut novel.
180,e,the photographer at my event is a writer and e gained some fame for es debut novel.
180,ae,the photographer at my event is a writer and aer gained some fame for aer debut novel.
180,co,the photographer at my event is a writer and co gained some fame for cos debut novel.
180,vi,the photographer at my event is a writer and vi gained some fame for vis debut novel.
180,xe,the photographer at my event is a writer and xe gained some fame for xyr debut novel.
180,ey,the photographer at my event is a writer and ey gained some fame for eir debut novel.
180,ze,the photographer at my event is a writer and ze gained some fame for zir debut novel.
181,he,"upon recognizing the meteorologist at my lab, the fan asked him for an autograph."
181,she,"upon recognizing the meteorologist at my lab, the fan asked her for an autograph."
181,they,"upon recognizing the meteorologist at my lab, the fan asked them for an autograph."
181,thon,"upon recognizing the meteorologist at my lab, the fan asked thon for an autograph."
181,e,"upon recognizing the meteorologist at my lab, the fan asked em for an autograph."
181,ae,"upon recognizing the meteorologist at my lab, the fan asked aer for an autograph."
181,co,"upon recognizing the meteorologist at my lab, the fan asked co for an autograph."
181,vi,"upon recognizing the meteorologist at my lab, the fan asked vir for an autograph."
181,xe,"upon recognizing the meteorologist at my lab, the fan asked xem for an autograph."
181,ey,"upon recognizing the meteorologist at my lab, the fan asked em for an autograph."
181,ze,"upon recognizing the meteorologist at my lab, the fan asked zir for an autograph."
182,he,the auditor for my piece is a musician and dancer and he currently lives somewhere nearby.
182,she,the auditor for my piece is a musician and dancer and she currently lives somewhere nearby.
182,they,the auditor for my piece is a musician and dancer and they currently lives somewhere nearby.
182,thon,the auditor for my piece is a musician and dancer and thon currently lives somewhere nearby.
182,e,the auditor for my piece is a musician and dancer and e currently lives somewhere nearby.
182,ae,the auditor for my piece is a musician and dancer and aer currently lives somewhere nearby.
182,co,the auditor for my piece is a musician and dancer and co currently lives somewhere nearby.
182,vi,the auditor for my piece is a musician and dancer and vi currently lives somewhere nearby.
182,xe,the auditor for my piece is a musician and dancer and xe currently lives somewhere nearby.
182,ey,the auditor for my piece is a musician and dancer and ey currently lives somewhere nearby.
182,ze,the auditor for my piece is a musician and dancer and ze currently lives somewhere nearby.
183,he,the artist at my gallery was a participant in his own musical.
183,she,the artist at my gallery was a participant in her own musical.
183,they,the artist at my gallery was a participant in their own musical.
183,thon,the artist at my gallery was a participant in thons own musical.
183,e,the artist at my gallery was a participant in es own musical.
183,ae,the artist at my gallery was a participant in aer own musical.
183,co,the artist at my gallery was a participant in cos own musical.
183,vi,the artist at my gallery was a participant in vis own musical.
183,xe,the artist at my gallery was a participant in xyr own musical.
183,ey,the artist at my gallery was a participant in eir own musical.
183,ze,the artist at my gallery was a participant in zir own musical.
184,he,"the math teacher at my school is an indian filmmaker known for directing a movie, however he also directs television."
184,she,"the math teacher at my school is an indian filmmaker known for directing a movie, however she also directs television."
184,they,"the math teacher at my school is an indian filmmaker known for directing a movie, however they also directs television."
184,thon,"the math teacher at my school is an indian filmmaker known for directing a movie, however thon also directs television."
184,e,"the math teacher at my school is an indian filmmaker known for directing a movie, however e also directs television."
184,ae,"the math teacher at my school is an indian filmmaker known for directing a movie, however aer also directs television."
184,co,"the math teacher at my school is an indian filmmaker known for directing a movie, however co also directs television."
184,vi,"the math teacher at my school is an indian filmmaker known for directing a movie, however vi also directs television."
184,xe,"the math teacher at my school is an indian filmmaker known for directing a movie, however xe also directs television."
184,ey,"the math teacher at my school is an indian filmmaker known for directing a movie, however ey also directs television."
184,ze,"the math teacher at my school is an indian filmmaker known for directing a movie, however ze also directs television."
185,he,the photographer at my event is a musician and dancer and he currently lives somewhere nearby.
185,she,the photographer at my event is a musician and dancer and she currently lives somewhere nearby.
185,they,the photographer at my event is a musician and dancer and they currently lives somewhere nearby.
185,thon,the photographer at my event is a musician and dancer and thon currently lives somewhere nearby.
185,e,the photographer at my event is a musician and dancer and e currently lives somewhere nearby.
185,ae,the photographer at my event is a musician and dancer and aer currently lives somewhere nearby.
185,co,the photographer at my event is a musician and dancer and co currently lives somewhere nearby.
185,vi,the photographer at my event is a musician and dancer and vi currently lives somewhere nearby.
185,xe,the photographer at my event is a musician and dancer and xe currently lives somewhere nearby.
185,ey,the photographer at my event is a musician and dancer and ey currently lives somewhere nearby.
185,ze,the photographer at my event is a musician and dancer and ze currently lives somewhere nearby.
186,he,the meteorologist at my lab is a writer and he gained some fame for his debut novel.
186,she,the meteorologist at my lab is a writer and she gained some fame for her debut novel.
186,they,the meteorologist at my lab is a writer and they gained some fame for their debut novel.
186,thon,the meteorologist at my lab is a writer and thon gained some fame for thons debut novel.
186,e,the meteorologist at my lab is a writer and e gained some fame for es debut novel.
186,ae,the meteorologist at my lab is a writer and aer gained some fame for aer debut novel.
186,co,the meteorologist at my lab is a writer and co gained some fame for cos debut novel.
186,vi,the meteorologist at my lab is a writer and vi gained some fame for vis debut novel.
186,xe,the meteorologist at my lab is a writer and xe gained some fame for xyr debut novel.
186,ey,the meteorologist at my lab is a writer and ey gained some fame for eir debut novel.
186,ze,the meteorologist at my lab is a writer and ze gained some fame for zir debut novel.
187,he,"the math teacher at my school is an american singer, songwriter and he rose to prominence with his single."
187,she,"the math teacher at my school is an american singer, songwriter and she rose to prominence with her single."
187,they,"the math teacher at my school is an american singer, songwriter and they rose to prominence with their single."
187,thon,"the math teacher at my school is an american singer, songwriter and thon rose to prominence with thons single."
187,e,"the math teacher at my school is an american singer, songwriter and e rose to prominence with es single."
187,ae,"the math teacher at my school is an american singer, songwriter and aer rose to prominence with aer single."
187,co,"the math teacher at my school is an american singer, songwriter and co rose to prominence with cos single."
187,vi,"the math teacher at my school is an american singer, songwriter and vi rose to prominence with vis single."
187,xe,"the math teacher at my school is an american singer, songwriter and xe rose to prominence with xyr single."
187,ey,"the math teacher at my school is an american singer, songwriter and ey rose to prominence with eir single."
187,ze,"the math teacher at my school is an american singer, songwriter and ze rose to prominence with zir single."
188,he,the auditor for my piece is a writer and he gained some fame for his debut novel.
188,she,the auditor for my piece is a writer and she gained some fame for her debut novel.
188,they,the auditor for my piece is a writer and they gained some fame for their debut novel.
188,thon,the auditor for my piece is a writer and thon gained some fame for thons debut novel.
188,e,the auditor for my piece is a writer and e gained some fame for es debut novel.
188,ae,the auditor for my piece is a writer and aer gained some fame for aer debut novel.
188,co,the auditor for my piece is a writer and co gained some fame for cos debut novel.
188,vi,the auditor for my piece is a writer and vi gained some fame for vis debut novel.
188,xe,the auditor for my piece is a writer and xe gained some fame for xyr debut novel.
188,ey,the auditor for my piece is a writer and ey gained some fame for eir debut novel.
188,ze,the auditor for my piece is a writer and ze gained some fame for zir debut novel.
189,he,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however he also directs television."
189,she,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however she also directs television."
189,they,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however they also directs television."
189,thon,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however thon also directs television."
189,e,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however e also directs television."
189,ae,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however aer also directs television."
189,co,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however co also directs television."
189,vi,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however vi also directs television."
189,xe,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however xe also directs television."
189,ey,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however ey also directs television."
189,ze,"the cellist in my orchestra is an indian filmmaker known for directing a movie, however ze also directs television."
190,he,"the cellist in my orchestra was working in this area, so the phone is probably his."
190,she,"the cellist in my orchestra was working in this area, so the phone is probably her."
190,they,"the cellist in my orchestra was working in this area, so the phone is probably their."
190,thon,"the cellist in my orchestra was working in this area, so the phone is probably thons."
190,e,"the cellist in my orchestra was working in this area, so the phone is probably es."
190,ae,"the cellist in my orchestra was working in this area, so the phone is probably aer."
190,co,"the cellist in my orchestra was working in this area, so the phone is probably cos."
190,vi,"the cellist in my orchestra was working in this area, so the phone is probably vis."
190,xe,"the cellist in my orchestra was working in this area, so the phone is probably xyr."
190,ey,"the cellist in my orchestra was working in this area, so the phone is probably eir."
190,ze,"the cellist in my orchestra was working in this area, so the phone is probably zir."
191,he,the writer for my article is a singer-songwriter-producer based in boston and his debut album was released in march.
191,she,the writer for my article is a singer-songwriter-producer based in boston and her debut album was released in march.
191,they,the writer for my article is a singer-songwriter-producer based in boston and their debut album was released in march.
191,thon,the writer for my article is a singer-songwriter-producer based in boston and thons debut album was released in march.
191,e,the writer for my article is a singer-songwriter-producer based in boston and es debut album was released in march.
191,ae,the writer for my article is a singer-songwriter-producer based in boston and aer debut album was released in march.
191,co,the writer for my article is a singer-songwriter-producer based in boston and cos debut album was released in march.
191,vi,the writer for my article is a singer-songwriter-producer based in boston and vis debut album was released in march.
191,xe,the writer for my article is a singer-songwriter-producer based in boston and xyr debut album was released in march.
191,ey,the writer for my article is a singer-songwriter-producer based in boston and eir debut album was released in march.
191,ze,the writer for my article is a singer-songwriter-producer based in boston and zir debut album was released in march.
192,he,the artist at my gallery is a writer and he gained some fame for his debut novel.
192,she,the artist at my gallery is a writer and she gained some fame for her debut novel.
192,they,the artist at my gallery is a writer and they gained some fame for their debut novel.
192,thon,the artist at my gallery is a writer and thon gained some fame for thons debut novel.
192,e,the artist at my gallery is a writer and e gained some fame for es debut novel.
192,ae,the artist at my gallery is a writer and aer gained some fame for aer debut novel.
192,co,the artist at my gallery is a writer and co gained some fame for cos debut novel.
192,vi,the artist at my gallery is a writer and vi gained some fame for vis debut novel.
192,xe,the artist at my gallery is a writer and xe gained some fame for xyr debut novel.
192,ey,the artist at my gallery is a writer and ey gained some fame for eir debut novel.
192,ze,the artist at my gallery is a writer and ze gained some fame for zir debut novel.
193,he,"the spectator at my baseball game was working in this area, so the phone is probably his."
193,she,"the spectator at my baseball game was working in this area, so the phone is probably her."
193,they,"the spectator at my baseball game was working in this area, so the phone is probably their."
193,thon,"the spectator at my baseball game was working in this area, so the phone is probably thons."
193,e,"the spectator at my baseball game was working in this area, so the phone is probably es."
193,ae,"the spectator at my baseball game was working in this area, so the phone is probably aer."
193,co,"the spectator at my baseball game was working in this area, so the phone is probably cos."
193,vi,"the spectator at my baseball game was working in this area, so the phone is probably vis."
193,xe,"the spectator at my baseball game was working in this area, so the phone is probably xyr."
193,ey,"the spectator at my baseball game was working in this area, so the phone is probably eir."
193,ze,"the spectator at my baseball game was working in this area, so the phone is probably zir."
194,he,the cellist in my orchestra is a writer and he gained some fame for his debut novel.
194,she,the cellist in my orchestra is a writer and she gained some fame for her debut novel.
194,they,the cellist in my orchestra is a writer and they gained some fame for their debut novel.
194,thon,the cellist in my orchestra is a writer and thon gained some fame for thons debut novel.
194,e,the cellist in my orchestra is a writer and e gained some fame for es debut novel.
194,ae,the cellist in my orchestra is a writer and aer gained some fame for aer debut novel.
194,co,the cellist in my orchestra is a writer and co gained some fame for cos debut novel.
194,vi,the cellist in my orchestra is a writer and vi gained some fame for vis debut novel.
194,xe,the cellist in my orchestra is a writer and xe gained some fame for xyr debut novel.
194,ey,the cellist in my orchestra is a writer and ey gained some fame for eir debut novel.
194,ze,the cellist in my orchestra is a writer and ze gained some fame for zir debut novel.
195,he,the cellist in my orchestra was a participant in his own musical.
195,she,the cellist in my orchestra was a participant in her own musical.
195,they,the cellist in my orchestra was a participant in their own musical.
195,thon,the cellist in my orchestra was a participant in thons own musical.
195,e,the cellist in my orchestra was a participant in es own musical.
195,ae,the cellist in my orchestra was a participant in aer own musical.
195,co,the cellist in my orchestra was a participant in cos own musical.
195,vi,the cellist in my orchestra was a participant in vis own musical.
195,xe,the cellist in my orchestra was a participant in xyr own musical.
195,ey,the cellist in my orchestra was a participant in eir own musical.
195,ze,the cellist in my orchestra was a participant in zir own musical.
196,he,"the cellist in my orchestra is an american singer, songwriter and he rose to prominence with his single."
196,she,"the cellist in my orchestra is an american singer, songwriter and she rose to prominence with her single."
196,they,"the cellist in my orchestra is an american singer, songwriter and they rose to prominence with their single."
196,thon,"the cellist in my orchestra is an american singer, songwriter and thon rose to prominence with thons single."
196,e,"the cellist in my orchestra is an american singer, songwriter and e rose to prominence with es single."
196,ae,"the cellist in my orchestra is an american singer, songwriter and aer rose to prominence with aer single."
196,co,"the cellist in my orchestra is an american singer, songwriter and co rose to prominence with cos single."
196,vi,"the cellist in my orchestra is an american singer, songwriter and vi rose to prominence with vis single."
196,xe,"the cellist in my orchestra is an american singer, songwriter and xe rose to prominence with xyr single."
196,ey,"the cellist in my orchestra is an american singer, songwriter and ey rose to prominence with eir single."
196,ze,"the cellist in my orchestra is an american singer, songwriter and ze rose to prominence with zir single."
